seed,cup,stake,policy,shop_policy,ante_reached,victory,defeat_ante,defeat_blind,gold_earned,gold_final,interest_earned,hands_aces,hands_twos,hands_threes,hands_fours,hands_fives,hands_sixes,hands_three_of_a_kind,hands_four_of_a_kind,hands_full_house,hands_small_straight,hands_large_straight,hands_yahtzee,hands_chance,relics_final,max_hand_score,max_hand_figure
4234,fortune,4,grid-aware,budget,1,false,1,big,6,7,3,0,0,0,2,2,2,0,0,0,1,0,0,1,full_house_architect;triplet_master,252,sixes
4235,fortune,4,grid-aware,budget,1,false,1,boss,13,0,4,0,0,1,1,2,3,0,1,1,1,0,0,0,clay_piggy_bank;stellar_alignment;ghost_die;clay_piggy_bank,648,small_straight
4236,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
4237,fortune,4,grid-aware,budget,2,false,2,big,22,3,4,0,1,0,2,3,4,1,1,0,4,0,0,1,clay_piggy_bank;cracked_die;clay_piggy_bank;pyramid_of_sixes;triplet_master;polished_stone,342,sixes
4238,fortune,4,grid-aware,budget,1,false,1,big,6,9,3,0,0,1,1,2,2,1,0,0,0,0,0,1,triplet_master;triplet_master,220,fives
4239,fortune,4,grid-aware,budget,1,false,1,boss,12,3,4,0,0,1,1,3,3,1,0,0,1,0,0,1,polished_stone;clay_piggy_bank;triplet_master;clay_piggy_bank,312,small_straight
4240,fortune,4,grid-aware,budget,2,false,2,big,20,3,4,0,0,1,4,3,3,4,0,1,2,0,0,1,cracked_die;clay_piggy_bank;cracked_die;clay_piggy_bank;clay_piggy_bank;clay_piggy_bank,495,fives
4241,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
4242,fortune,4,grid-aware,budget,1,false,1,boss,11,2,4,0,0,1,2,3,3,0,0,1,0,1,0,1,triplet_master;triplet_master;clay_piggy_bank;polished_stone,300,large_straight
4243,fortune,4,grid-aware,budget,2,false,2,boss,26,3,4,0,0,2,6,3,4,1,1,0,2,0,0,2,stellar_alignment;polished_stone;triplet_master;polished_stone;polished_stone;polished_stone,1089,small_straight
4244,fortune,4,grid-aware,budget,1,false,1,boss,11,0,4,0,0,2,2,3,2,0,1,1,0,0,0,1,full_house_architect;full_house_architect;pyramid_of_sixes,348,sixes
4245,fortune,4,grid-aware,budget,4,false,4,big,61,12,8,0,2,3,2,2,7,1,1,3,3,2,1,3,polished_stone;polished_stone;cracked_die;cracked_die;polished_stone;triplet_master,1740,full_house
4246,fortune,4,grid-aware,budget,1,false,1,boss,12,3,4,0,0,1,2,2,3,0,0,0,2,0,0,1,polished_stone;polished_stone;triplet_master;clay_piggy_bank,237,small_straight
4247,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,108,sixes
4248,fortune,4,grid-aware,budget,2,false,2,boss,27,2,4,0,0,1,2,5,6,0,1,0,5,0,0,0,cracked_die;stellar_alignment;triplet_master;pyramid_of_sixes;clay_piggy_bank;clay_piggy_bank,754,small_straight
4249,fortune,4,grid-aware,budget,1,false,1,boss,12,5,4,0,0,2,2,2,2,1,1,0,0,0,0,1,cracked_die;polished_stone;stellar_alignment,252,four_of_a_kind
4250,fortune,4,grid-aware,budget,1,false,1,big,6,7,3,0,0,0,1,2,2,1,1,0,0,0,0,1,clay_piggy_bank;stellar_alignment,126,sixes
4251,fortune,4,grid-aware,budget,3,false,3,boss,48,9,7,0,0,2,3,4,5,2,2,1,0,4,1,2,triplet_master;stellar_alignment;triplet_master;triplet_master;cracked_die;triplet_master,1188,four_of_a_kind
4252,fortune,4,grid-aware,budget,1,false,1,boss,11,0,3,0,1,1,1,2,2,0,0,1,0,0,0,3,ghost_die;unstable_obsidian;polished_stone,296,full_house
4253,fortune,4,grid-aware,budget,2,false,2,boss,25,0,3,0,1,1,5,5,3,0,2,1,2,0,0,2,pendulum;double_mirror;clay_piggy_bank;polished_stone;triplet_master;clay_piggy_bank,425,small_straight
4254,fortune,4,grid-aware,budget,1,false,1,boss,12,3,4,0,0,1,2,2,3,0,0,1,0,0,0,2,polished_stone;triplet_master;triplet_master;triplet_master,252,full_house
4255,fortune,4,grid-aware,budget,3,false,3,big,40,5,5,0,0,4,6,4,5,0,1,1,2,1,0,0,stellar_alignment;cracked_die;polished_stone;cracked_die;polished_stone;cracked_die,1920,large_straight
4256,fortune,4,grid-aware,budget,3,false,3,big,47,8,6,1,0,1,0,3,3,5,0,1,2,2,0,1,triplet_master;clay_piggy_bank;full_house_architect;polished_stone;triplet_master;cracked_die,1312,three_of_a_kind
4257,fortune,4,grid-aware,budget,2,false,2,boss,27,0,4,0,0,1,2,5,4,0,1,3,3,0,0,1,pyramid_of_sixes;triplet_master;polished_stone;polished_stone;triplet_master;triplet_master,712,full_house
4258,fortune,4,grid-aware,budget,1,false,1,big,6,1,3,0,0,1,2,2,2,0,0,0,0,0,0,1,double_mirror;divine_yahtzee,144,sixes
4259,fortune,4,grid-aware,budget,1,false,1,big,6,7,3,0,0,2,1,2,2,0,0,0,0,0,0,1,ghost_die;clay_piggy_bank,144,sixes
4260,fortune,4,grid-aware,budget,3,false,3,boss,51,10,8,0,1,1,4,2,5,0,1,3,2,3,0,4,polished_stone;polished_stone;triplet_master;clay_piggy_bank;triplet_master;cracked_die,2096,four_of_a_kind
4261,fortune,4,grid-aware,budget,1,false,1,big,7,10,3,0,0,0,1,2,2,0,0,0,1,0,0,1,triplet_master;clay_piggy_bank,144,sixes
4262,fortune,4,grid-aware,budget,2,false,2,boss,28,1,4,0,0,1,1,5,6,0,0,1,3,0,1,1,polished_stone;full_house_architect;unstable_obsidian;cracked_die;triplet_master;polished_stone,2160,yahtzee
4263,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,108,sixes
4264,fortune,4,grid-aware,budget,4,false,4,big,69,18,12,0,0,0,4,5,6,3,1,1,4,2,1,4,polished_stone;clay_piggy_bank;stellar_alignment;cracked_die;triplet_master;polished_stone,2025,large_straight
4265,fortune,4,grid-aware,budget,4,false,4,small,54,17,8,0,2,2,1,5,9,0,4,2,4,1,0,2,polished_stone;polished_stone;cracked_die;cracked_die;triplet_master;clay_piggy_bank,1390,four_of_a_kind
4266,fortune,4,grid-aware,budget,1,false,1,big,6,9,3,0,0,1,2,1,2,0,0,0,0,0,0,2,cracked_die;clay_piggy_bank,144,sixes
4267,fortune,4,grid-aware,budget,1,false,1,big,6,7,3,0,0,1,1,2,1,2,0,0,1,0,0,0,stellar_alignment;clay_piggy_bank,252,sixes
4268,fortune,4,grid-aware,budget,1,false,1,boss,13,0,4,0,0,2,2,2,3,0,1,0,0,0,0,0,triplet_master;clay_piggy_bank;ghost_die;stellar_alignment,430,four_of_a_kind
4269,fortune,4,grid-aware,budget,2,false,2,small,18,1,4,0,0,1,1,4,4,1,0,1,1,0,0,1,clay_piggy_bank;stellar_alignment;ghost_die;clay_piggy_bank;cracked_die,600,small_straight
4270,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
4271,fortune,4,grid-aware,budget,3,false,3,boss,44,7,5,0,0,3,2,6,9,2,1,1,5,0,1,1,clay_piggy_bank;cracked_die;clay_piggy_bank;cracked_die;polished_stone;clay_piggy_bank,1015,yahtzee
4272,fortune,4,grid-aware,budget,1,false,1,boss,12,1,4,0,0,0,3,2,2,1,0,0,2,0,0,1,polished_stone;ghost_die;triplet_master;triplet_master,280,small_straight
4273,fortune,4,grid-aware,budget,2,false,2,boss,29,2,6,0,2,2,2,5,5,0,2,1,0,1,0,0,cracked_die;triplet_master;stellar_alignment;cracked_die;clay_piggy_bank;clay_piggy_bank,825,large_straight
4274,fortune,4,grid-aware,budget,3,false,3,boss,57,20,10,0,0,1,2,2,7,4,1,1,0,0,1,5,polished_stone;cracked_die;cracked_die;cracked_die;clay_piggy_bank;polished_stone,1080,yahtzee
4275,fortune,4,grid-aware,budget,2,false,2,boss,28,1,3,2,0,0,1,5,5,1,0,0,2,0,0,2,stellar_alignment;unstable_obsidian;polished_stone;cracked_die;cracked_die;triplet_master,2368,small_straight
4276,fortune,4,grid-aware,budget,2,false,2,boss,28,3,6,0,0,4,2,3,5,1,0,2,2,0,0,2,cracked_die;polished_stone;cracked_die;triplet_master;triplet_master;clay_piggy_bank,704,full_house
4277,fortune,4,grid-aware,budget,1,false,1,boss,11,4,4,0,1,2,2,2,2,0,1,0,0,0,0,2,triplet_master;stellar_alignment;polished_stone,396,four_of_a_kind
4278,fortune,4,grid-aware,budget,4,false,4,big,52,7,6,0,0,2,4,11,10,1,2,0,4,1,0,2,polished_stone;triplet_master;triplet_master;polished_stone;cracked_die;cracked_die,1740,four_of_a_kind
4279,fortune,4,grid-aware,budget,1,false,1,boss,12,5,4,0,0,2,2,2,3,1,0,0,1,0,0,0,polished_stone;triplet_master;full_house_architect,234,sixes
4280,fortune,4,grid-aware,budget,2,false,2,big,23,2,4,0,0,1,1,3,4,2,1,1,3,0,0,1,polished_stone;clay_piggy_bank;clay_piggy_bank;clay_piggy_bank;clay_piggy_bank;triplet_master,372,sixes
4281,fortune,4,grid-aware,budget,2,false,2,big,22,3,4,0,0,1,2,3,3,0,0,1,4,1,0,2,polished_stone;triplet_master;triplet_master;full_house_architect;triplet_master;clay_piggy_bank,450,large_straight
4282,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
4283,fortune,4,grid-aware,budget,1,false,1,boss,12,5,4,0,0,2,0,2,2,0,1,0,2,0,0,2,pyramid_of_sixes;cracked_die;clay_piggy_bank,234,threes
4284,fortune,4,grid-aware,budget,1,false,1,boss,12,1,4,0,0,2,0,1,3,2,1,0,1,0,0,1,stellar_alignment;cracked_die;polished_stone;triplet_master,455,small_straight
4285,fortune,4,grid-aware,budget,2,false,2,big,21,0,5,0,0,3,4,4,4,1,1,1,0,0,0,1,ghost_die;cracked_die;clay_piggy_bank;full_house_architect;clay_piggy_bank,351,full_house
4286,fortune,4,grid-aware,budget,1,false,1,boss,12,3,4,0,0,2,1,3,3,0,0,0,1,0,0,1,pyramid_of_sixes;ghost_die;triplet_master;polished_stone,279,sixes
4287,fortune,4,grid-aware,budget,2,false,2,big,20,1,4,0,0,1,5,5,3,1,0,0,3,0,0,1,polished_stone;triplet_master;full_house_architect;triplet_master;clay_piggy_bank,611,three_of_a_kind
4288,fortune,4,grid-aware,budget,1,false,1,big,6,5,3,0,0,0,2,2,2,1,0,0,1,0,0,0,divine_yahtzee;clay_piggy_bank,144,sixes
4289,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,108,sixes
4290,fortune,4,grid-aware,budget,2,false,2,boss,25,4,4,1,0,2,4,5,5,0,1,0,3,1,0,2,divine_yahtzee;polished_stone;triplet_master;clay_piggy_bank;cracked_die,525,large_straight
4291,fortune,4,grid-aware,budget,1,false,1,boss,11,2,4,0,0,2,2,3,2,1,0,0,2,0,0,0,triplet_master;clay_piggy_bank;double_mirror,141,fours
4292,fortune,4,grid-aware,budget,2,false,2,boss,32,3,4,0,0,1,1,2,4,1,1,2,1,0,0,4,clay_piggy_bank;cracked_die;polished_stone;triplet_master;polished_stone;polished_stone,816,full_house
4293,fortune,4,grid-aware,budget,3,false,3,big,43,6,6,0,0,1,5,7,4,1,0,3,1,1,0,2,polished_stone;polished_stone;clay_piggy_bank;triplet_master;polished_stone;cracked_die,1141,full_house
4294,fortune,4,grid-aware,budget,4,false,4,small,54,11,6,0,0,4,5,2,6,0,0,4,3,1,0,3,unstable_obsidian;cracked_die;stellar_alignment;triplet_master;polished_stone;polished_stone,2970,large_straight
4295,fortune,4,grid-aware,budget,3,false,3,boss,43,2,4,0,5,1,1,5,7,1,0,1,0,0,0,7,polished_stone;unstable_obsidian;clay_piggy_bank;cracked_die;triplet_master;triplet_master,854,full_house
4296,fortune,4,grid-aware,budget,1,false,1,boss,12,5,4,0,0,3,0,2,2,0,1,0,1,0,0,2,triplet_master;pyramid_of_sixes;clay_piggy_bank,324,four_of_a_kind
4297,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
4298,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,108,sixes
4299,fortune,4,grid-aware,budget,1,false,1,boss,11,2,4,0,0,0,3,1,3,1,2,1,1,0,0,0,double_mirror;clay_piggy_bank;clay_piggy_bank,204,sixes
4300,fortune,4,grid-aware,budget,3,false,3,boss,49,12,6,0,0,1,5,6,6,0,1,5,1,0,0,3,pyramid_of_sixes;full_house_architect;polished_stone;clay_piggy_bank;polished_stone;triplet_master,1570,full_house
4301,fortune,4,grid-aware,budget,3,false,3,boss,55,18,9,0,0,0,1,6,7,3,1,0,0,3,0,3,polished_stone;pyramid_of_sixes;stellar_alignment;cracked_die;triplet_master;clay_piggy_bank,1470,large_straight
4302,fortune,4,grid-aware,budget,2,false,2,big,22,1,5,0,0,3,4,5,4,0,1,0,1,1,0,1,clay_piggy_bank;clay_piggy_bank;clay_piggy_bank;triplet_master;triplet_master,510,four_of_a_kind
4303,fortune,4,grid-aware,budget,2,false,2,boss,26,1,5,0,1,5,1,6,5,0,2,0,2,0,0,0,cracked_die;double_mirror;polished_stone;polished_stone;polished_stone;cracked_die,444,four_of_a_kind
4304,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,108,sixes
4305,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,108,sixes
4306,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,144,sixes
4307,fortune,4,grid-aware,budget,3,false,3,boss,67,26,12,0,2,1,2,3,4,0,1,1,0,0,0,8,cracked_die;polished_stone;clay_piggy_bank;polished_stone;cracked_die;clay_piggy_bank,1056,chance
4308,fortune,4,grid-aware,budget,2,false,2,boss,27,2,4,0,0,0,2,4,4,1,1,3,3,1,0,1,pyramid_of_sixes;polished_stone;triplet_master;pyramid_of_sixes;polished_stone;clay_piggy_bank,1184,three_of_a_kind
4309,fortune,4,grid-aware,budget,1,false,1,big,6,9,3,0,0,1,2,2,2,0,0,0,0,0,0,1,clay_piggy_bank;polished_stone,186,sixes
4310,fortune,4,grid-aware,budget,2,false,2,boss,28,1,5,1,0,0,4,4,6,0,0,1,3,0,0,1,clay_piggy_bank;polished_stone;clay_piggy_bank;full_house_architect;polished_stone;triplet_master,392,fours
4311,fortune,4,grid-aware,budget,1,false,1,big,6,9,3,0,0,2,1,2,2,0,0,0,0,0,0,1,polished_stone;triplet_master,186,sixes
4312,fortune,4,grid-aware,budget,3,false,3,boss,46,11,5,0,0,3,3,3,6,1,2,4,5,2,0,3,pyramid_of_sixes;polished_stone;clay_piggy_bank;clay_piggy_bank;clay_piggy_bank;polished_stone,810,full_house
4313,fortune,4,grid-aware,budget,2,false,2,boss,27,2,4,0,0,2,0,5,4,3,1,0,4,1,0,2,clay_piggy_bank;ghost_die;pyramid_of_sixes;triplet_master;cracked_die;triplet_master,438,small_straight
4314,fortune,4,grid-aware,budget,3,false,3,boss,50,13,8,0,0,1,1,6,5,1,1,0,2,1,0,7,cracked_die;polished_stone;polished_stone;cracked_die;polished_stone;polished_stone,1755,large_straight
4315,fortune,4,grid-aware,budget,3,false,3,big,40,9,5,0,0,2,1,5,7,2,1,1,3,2,0,5,triplet_master;full_house_architect;triplet_master;clay_piggy_bank;cracked_die;polished_stone,1206,full_house
4316,fortune,4,grid-aware,budget,2,false,2,boss,31,2,4,0,0,0,3,3,4,0,2,2,1,1,0,0,stellar_alignment;ghost_die;triplet_master;cracked_die;polished_stone;triplet_master,990,four_of_a_kind
4317,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,108,sixes
4318,fortune,4,grid-aware,budget,1,false,1,boss,11,6,4,0,0,2,3,2,3,0,0,0,1,0,0,1,polished_stone;cracked_die;polished_stone,249,small_straight
4319,fortune,4,grid-aware,budget,2,false,2,boss,29,4,4,0,1,1,2,4,5,0,0,1,3,0,0,1,triplet_master;pendulum;polished_stone;cracked_die;polished_stone;clay_piggy_bank,623,small_straight
4320,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,1,0,1,0,0,0,0,1,0,0,1,,117,small_straight
4321,fortune,4,grid-aware,budget,1,false,1,boss,11,4,4,1,0,0,2,3,3,1,1,0,1,0,0,0,ghost_die;cracked_die;cracked_die,273,small_straight
4322,fortune,4,grid-aware,budget,1,false,1,big,6,7,3,0,0,1,1,2,2,0,0,1,0,0,0,1,clay_piggy_bank;full_house_architect,184,full_house
4323,fortune,4,grid-aware,budget,1,false,1,big,6,9,3,0,0,0,2,2,2,0,0,0,1,0,0,1,clay_piggy_bank;clay_piggy_bank,126,sixes
4324,fortune,4,grid-aware,budget,1,false,1,boss,11,2,4,0,0,0,2,2,3,1,0,0,2,0,0,2,polished_stone;double_mirror;triplet_master,186,sixes
4325,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
4326,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
4327,fortune,4,grid-aware,budget,3,false,3,big,41,4,4,0,0,1,4,6,3,2,1,0,3,0,0,2,polished_stone;triplet_master;unstable_obsidian;clay_piggy_bank;cracked_die;triplet_master,1752,three_of_a_kind
4328,fortune,4,grid-aware,budget,3,false,3,boss,56,15,11,2,0,0,0,5,8,0,2,2,4,1,0,1,cracked_die;clay_piggy_bank;polished_stone;cracked_die;clay_piggy_bank;cracked_die,1001,full_house
4329,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
4330,fortune,4,grid-aware,budget,1,false,1,big,6,7,3,0,1,1,1,2,2,0,0,0,0,0,0,1,triplet_master;stellar_alignment,144,sixes
4331,fortune,4,grid-aware,budget,3,false,3,big,38,5,4,0,0,4,2,3,6,1,0,1,2,3,0,3,double_mirror;cracked_die;triplet_master;polished_stone;polished_stone;polished_stone,900,large_straight
4332,fortune,4,grid-aware,budget,3,false,3,small,30,3,4,0,0,2,2,5,6,3,1,1,3,2,0,2,ghost_die;triplet_master;clay_piggy_bank;polished_stone;clay_piggy_bank;polished_stone,873,three_of_a_kind
4333,fortune,4,grid-aware,budget,1,false,1,boss,12,5,4,0,0,2,3,2,2,0,0,1,1,0,0,1,clay_piggy_bank;ghost_die;clay_piggy_bank,176,full_house
4334,fortune,4,grid-aware,budget,1,false,1,big,7,8,3,0,0,0,1,2,2,1,1,0,0,0,0,0,stellar_alignment;clay_piggy_bank,144,sixes
4335,fortune,4,grid-aware,budget,1,false,1,boss,13,0,4,1,0,1,0,3,2,0,0,1,2,0,0,0,cracked_die;ghost_die;triplet_master;full_house_architect,348,small_straight
4336,fortune,4,grid-aware,budget,1,false,1,boss,12,5,4,0,0,0,2,2,2,1,0,0,3,0,0,1,clay_piggy_bank;polished_stone;full_house_architect,189,small_straight
4337,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,144,sixes
4338,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
4339,fortune,4,grid-aware,budget,1,false,1,boss,11,4,4,0,0,1,2,3,3,1,0,1,0,1,0,0,triplet_master;ghost_die;polished_stone,270,full_house
4340,fortune,4,grid-aware,budget,1,false,1,boss,14,5,4,0,0,1,0,2,3,1,0,1,2,1,0,0,clay_piggy_bank;clay_piggy_bank;clay_piggy_bank;triplet_master,375,large_straight
4341,fortune,4,grid-aware,budget,3,false,3,big,39,6,5,0,0,2,6,4,7,1,2,3,1,0,0,2,ghost_die;pyramid_of_sixes;clay_piggy_bank;polished_stone;triplet_master;polished_stone,1305,four_of_a_kind
4342,fortune,4,grid-aware,budget,3,false,3,boss,44,9,6,0,0,1,4,5,7,0,3,1,4,1,0,3,full_house_architect;triplet_master;cracked_die;cracked_die;cracked_die;triplet_master,1540,four_of_a_kind
4343,fortune,4,grid-aware,budget,2,false,2,boss,26,3,3,0,0,3,1,4,4,1,2,1,2,0,0,2,stellar_alignment;pendulum;triplet_master;cracked_die;triplet_master;polished_stone,710,small_straight
4344,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,1,1,0,1,1,0,0,0,0,0,0,,126,sixes
4345,fortune,4,grid-aware,budget,2,false,2,small,16,3,4,0,3,1,1,3,3,1,1,1,1,0,0,1,triplet_master;full_house_architect;stellar_alignment;clay_piggy_bank,774,full_house
4346,fortune,4,grid-aware,budget,1,false,1,big,6,3,3,0,0,0,2,2,1,0,0,1,0,0,0,2,pendulum;full_house_architect,168,full_house
4347,fortune,4,grid-aware,budget,1,false,1,boss,12,1,4,0,0,0,2,3,3,3,0,0,0,0,0,0,polished_stone;triplet_master;full_house_architect;clay_piggy_bank,371,three_of_a_kind
4348,fortune,4,grid-aware,budget,2,false,2,boss,30,5,4,0,0,2,1,5,5,1,1,0,1,2,0,2,clay_piggy_bank;polished_stone;cracked_die;triplet_master;clay_piggy_bank;polished_stone,1230,four_of_a_kind
4349,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,0,1,1,0,1,0,0,0,0,1,,108,sixes
4350,fortune,4,grid-aware,budget,2,false,2,small,18,1,4,0,0,0,2,4,4,1,0,1,0,0,0,2,divine_yahtzee;polished_stone;triplet_master;clay_piggy_bank,330,sixes
4351,fortune,4,grid-aware,budget,2,false,2,boss,36,11,7,0,1,2,2,3,3,0,1,4,2,0,0,2,clay_piggy_bank;cracked_die;triplet_master;polished_stone;clay_piggy_bank;clay_piggy_bank,456,four_of_a_kind
4352,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,1,1,0,0,0,0,1,0,0,1,,117,small_straight
4353,fortune,4,grid-aware,budget,2,false,2,boss,27,2,4,0,0,2,4,6,5,1,0,2,2,0,0,0,triplet_master;triplet_master;cracked_die;clay_piggy_bank;triplet_master;polished_stone,511,full_house
4354,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,1,1,1,1,0,0,0,0,0,0,0,,108,sixes
4355,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,144,sixes
4356,fortune,4,grid-aware,budget,1,false,1,boss,12,1,4,0,0,0,2,3,2,0,1,1,1,0,0,1,polished_stone;ghost_die;clay_piggy_bank;clay_piggy_bank,436,sixes
4357,fortune,4,grid-aware,budget,3,false,3,big,42,5,4,0,0,2,2,7,5,1,0,1,2,0,0,1,triplet_master;unstable_obsidian;triplet_master;polished_stone;cracked_die;triplet_master,1862,three_of_a_kind
4358,fortune,4,grid-aware,budget,1,false,1,boss,13,0,4,0,0,1,2,1,2,0,0,0,1,0,0,3,cracked_die;unstable_obsidian;triplet_master;clay_piggy_bank,408,sixes
4359,fortune,4,grid-aware,budget,2,false,2,boss,28,5,3,0,1,3,3,3,5,1,0,1,1,0,0,0,unstable_obsidian;pyramid_of_sixes;polished_stone;polished_stone;cracked_die;cracked_die,1792,full_house
4360,fortune,4,grid-aware,budget,1,false,1,boss,12,1,4,0,1,1,2,2,3,1,0,0,1,0,0,1,pyramid_of_sixes;clay_piggy_bank;cracked_die;triplet_master,290,small_straight
4361,fortune,4,grid-aware,budget,1,false,1,big,6,5,3,0,0,1,2,1,2,1,0,0,1,0,0,0,divine_yahtzee;clay_piggy_bank,129,small_straight
4362,fortune,4,grid-aware,budget,1,false,1,boss,11,0,4,0,0,0,1,3,3,2,1,0,1,0,0,1,clay_piggy_bank;pendulum;ghost_die,194,small_straight
4363,fortune,4,grid-aware,budget,1,false,1,boss,11,2,4,0,1,1,1,3,3,0,0,1,2,0,0,0,triplet_master;divine_yahtzee;triplet_master,184,full_house
4364,fortune,4,grid-aware,budget,2,false,2,boss,29,2,3,0,0,2,1,3,3,0,1,2,2,1,0,2,pendulum;stellar_alignment;triplet_master;cracked_die;cracked_die;triplet_master,990,large_straight
4365,fortune,4,grid-aware,budget,3,false,3,boss,49,10,7,0,2,1,2,4,8,2,3,3,4,0,0,0,clay_piggy_bank;polished_stone;stellar_alignment;clay_piggy_bank;triplet_master;triplet_master,1802,four_of_a_kind
4366,fortune,4,grid-aware,budget,4,false,4,big,69,22,12,0,0,2,1,5,9,3,0,5,1,3,0,5,pyramid_of_sixes;polished_stone;clay_piggy_bank;cracked_die;clay_piggy_bank;triplet_master,1628,three_of_a_kind
4367,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,126,sixes
4368,fortune,4,grid-aware,budget,3,false,3,big,46,9,6,0,0,1,0,5,7,0,0,2,3,2,0,5,clay_piggy_bank;pyramid_of_sixes;full_house_architect;polished_stone;cracked_die;triplet_master,1356,full_house
4369,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,0,1,1,1,0,0,0,0,0,1,,126,sixes
4370,fortune,4,grid-aware,budget,1,false,1,big,7,4,3,0,0,1,1,2,1,0,0,0,1,0,0,1,pyramid_of_sixes;unstable_obsidian,180,fives
4371,fortune,4,grid-aware,budget,3,false,3,big,33,2,4,0,1,1,7,4,5,0,3,2,4,0,0,3,cracked_die;ghost_die;polished_stone;clay_piggy_bank;clay_piggy_bank;triplet_master,684,four_of_a_kind
4372,fortune,4,grid-aware,budget,1,false,1,big,6,9,3,0,0,2,1,2,2,0,1,0,0,0,0,0,polished_stone;polished_stone,168,sixes
4373,fortune,4,grid-aware,budget,1,false,1,boss,12,3,4,0,0,2,0,2,3,0,0,0,2,0,0,2,cracked_die;pyramid_of_sixes;stellar_alignment,290,small_straight
4374,fortune,4,grid-aware,budget,2,false,2,boss,25,2,5,0,0,2,4,6,6,0,2,0,1,0,0,2,polished_stone;pyramid_of_sixes;cracked_die;cracked_die;polished_stone,552,four_of_a_kind
4375,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,0,1,1,1,0,0,0,0,0,0,1,,126,sixes
4376,fortune,4,grid-aware,budget,1,false,1,boss,11,2,4,0,0,1,1,3,3,0,2,0,2,0,0,0,divine_yahtzee;clay_piggy_bank;cracked_die;cracked_die,245,small_straight
4377,fortune,4,grid-aware,budget,1,false,1,boss,11,2,4,0,0,1,1,3,3,2,0,0,1,0,0,1,cracked_die;divine_yahtzee;clay_piggy_bank,215,small_straight
4378,fortune,4,grid-aware,budget,2,false,2,boss,29,2,4,0,0,2,2,5,4,0,2,0,1,1,0,4,clay_piggy_bank;cracked_die;pyramid_of_sixes;polished_stone;triplet_master;triplet_master,1296,four_of_a_kind
4379,fortune,4,grid-aware,budget,1,false,1,small,0,15,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,120,fives
4380,fortune,4,grid-aware,budget,1,false,1,big,6,7,3,0,0,1,1,2,2,1,0,0,0,0,0,1,clay_piggy_bank;stellar_alignment,144,sixes
4381,fortune,4,grid-aware,budget,2,false,2,big,21,2,4,0,1,2,2,5,5,1,0,0,0,0,0,2,cracked_die;clay_piggy_bank;pyramid_of_sixes;polished_stone;triplet_master;triplet_master,385,fives
4382,fortune,4,grid-aware,budget,3,false,3,big,46,9,5,0,0,0,2,1,6,0,2,2,4,0,0,2,polished_stone;cracked_die;pendulum;cracked_die;clay_piggy_bank;cracked_die,1110,small_straight
